VendorID,RateCodeID,Passenger_count,Trip_distance,Fare_amount,MTA_tax,Tip_amount,Tolls_amount,improvement_surcharge,Total_amount,Payment_type,Trip_type 
2,1,1,1.22,7,0.5,1.95,0,0.3,9.75,1,1
2,1,1,2.28,9.5,0.5,0,0,0.3,10.3,2,1
2,1,1,1.37,7,0.5,0,0,0.3,7.8,2,1
2,1,1,5.53,19,0.5,0,0,0.3,19.8,2,1
2,1,1,2.13,9.5,0.5,0,0,0.3,10.3,1,1
2,1,1,2.9,13,0.5,2.76,0,0.3,16.56,1,1
2,1,2,2.2,8.5,0.5,0,0,0.3,9.3,2,1
2,1,1,1.46,7.5,0.5,0,0,0.3,8.3,1,1
2,1,1,0.92,6.5,0.5,0,0,0.3,7.3,1,1
2,1,5,2.62,12.5,0.5,0,0,0.3,13.3,2,1
2,1,1,0.74,5,0.5,0,0,0.3,5.8,2,1
2,1,1,0.41,4,0.5,0,0,0.3,4.8,2,1
2,1,1,1.32,8,0.5,0,0,0.3,8.8,2,1
2,1,1,1.82,8,0.5,1.76,0,0.3,10.56,1,1
2,1,1,6.84,20.5,0.5,5.32,0,0.3,26.62,1,1
2,1,3,2.77,12.5,0.5,0,0,0.3,13.3,2,1
2,1,1,1.39,8,0.5,1.76,0,0.3,10.56,1,1
2,1,1,0.99,5.5,0.5,0,0,0.3,6.3,2,1
2,1,1,1.65,7.5,0.5,2.08,0,0.3,10.38,1,1
2,1,1,1.71,8,0.5,0,0,0.3,8.8,2,1
2,1,1,2.28,11,0.5,2.36,0,0.3,14.16,1,1
2,1,1,1.93,11,0.5,2.36,0,0.3,14.16,1,1
2,1,1,2.58,11.5,0.5,1,0,0.3,13.3,1,1
2,1,1,0.34,4,0.5,0,0,0.3,4.8,2,1
2,1,1,1.46,8,0.5,2.2,0,0.3,11,1,1
2,1,1,0.75,5.5,0.5,2.7,0,0.3,9,1,1
2,1,1,3.45,11.5,0.5,0,0,0.3,12.3,1,1
2,1,1,2.38,12.5,0.5,1.06,0,0.3,14.36,1,1
2,1,1,1.83,9.5,0.5,1,0,0.3,11.3,1,1
2,1,1,3.25,11.5,0.5,3.08,0,0.3,15.38,1,1
2,1,1,1.48,10,0.5,5,0,0.3,15.8,1,1
2,1,1,3.96,15.5,0.5,0,0,0.3,16.3,2,1
2,1,1,2.03,9,0.5,0,0,0.3,9.8,2,1
2,1,1,0.74,5,0.5,0,0,0.3,5.8,2,1
2,5,1,0.26,25,0,7.5,0,0,32.5,1,2
2,1,1,1.85,8,0.5,1.76,0,0.3,10.56,1,1
2,1,1,0.42,3.5,0.5,0.86,0,0.3,5.16,1,1
2,1,1,3.51,15.5,0.5,3.26,0,0.3,19.56,1,1
2,1,5,0.66,5.5,0.5,0,0,0.3,6.3,1,1
2,1,1,1.32,8,0.5,0,0,0.3,8.8,2,1
2,1,3,1.16,7,0.5,7,0,0.3,14.8,1,1
2,1,1,0.74,4.5,0.5,1,0,0.3,6.3,1,1
2,1,1,0.8,5,0.5,0,0,0.3,5.8,2,1
2,1,1,1.54,8.5,0.5,0,0,0.3,9.3,2,1
2,1,2,0.5,4.5,0.5,0,0,0.3,5.3,2,1
2,1,1,1.14,5.5,0.5,0,0,0.3,6.3,2,1
2,1,1,1.66,7,0.5,0,0,0.3,7.8,2,1
2,1,1,1.23,6,0.5,1.7,0,0.3,8.5,1,1
2,1,1,1.48,7,0.5,2.34,0,0.3,10.14,1,1
2,1,1,0.75,4.5,0.5,0,0,0.3,5.3,2,1
2,1,1,1.04,7,0.5,1.5,0,0.3,9.3,1,1
2,1,1,1.1,6.5,0.5,0,0,0.3,7.3,2,1
2,1,1,1.12,5.5,0.5,1,0,0.3,7.3,1,1
2,1,1,2.45,12,0.5,0,0,0.3,12.8,1,1
2,1,1,2.04,10,0.5,0,0,0.3,10.8,2,1
2,1,1,2.7,10.5,0.5,0,0,0.3,11.3,2,1
2,1,1,2.88,13,0.5,0,0,0.3,13.8,2,1
2,1,1,3.3,14,0.5,0,0,0.3,14.8,2,1
2,1,1,1.31,6.5,0.5,1.1,0,0.3,8.4,1,1
2,1,1,1.48,9,0.5,0,0,0.3,9.8,2,1
2,1,2,2.56,10.5,0.5,1,0,0.3,12.3,1,1
2,1,1,0.96,6,0.5,1.36,0,0.3,8.16,1,1
2,1,1,0.49,4.5,0.5,0,0,0.3,5.3,2,1
2,1,1,1.21,8,0.5,0,0,0.3,8.8,2,1
2,1,1,6.07,21,0.5,4.36,0,0.3,26.16,1,1
2,1,1,1.46,8,0.5,1.76,0,0.3,10.56,1,1
2,1,1,1.13,6,0.5,0,0,0.3,6.8,2,1
2,1,1,2.51,11.5,0.5,2.25,0,0.3,14.55,1,1
2,5,1,0.17,30,0,9,0,0,39,1,2
2,1,1,3.53,15,0.5,0,0,0.3,15.8,2,1
2,1,1,3.58,15,0.5,0,0,0.3,15.8,2,1
2,1,1,3.83,13,0.5,2,0,0.3,15.8,1,1
2,1,1,0.9,5.5,0.5,0,0,0.3,6.3,2,1
2,1,1,0.82,6,0.5,0,0,0.3,6.8,2,1
2,1,1,1.73,7.5,0.5,1.66,0,0.3,9.96,1,1
2,1,1,2.59,11,0.5,2.36,0,0.3,14.16,1,1
2,1,1,0.89,5.5,0.5,2,0,0.3,8.3,1,1
2,1,1,1.72,10.5,0.5,0,0,0.3,11.3,2,1
2,1,1,3.27,13,0.5,2.07,0,0.3,15.87,1,1
2,1,1,3.66,13.5,0.5,2,0,0.3,16.3,1,1
2,1,1,2.05,9.5,0.5,0,0,0.3,10.3,2,1
2,1,1,0.88,5.5,0.5,0,0,0.3,6.3,2,1
2,1,1,1.84,9.5,0.5,2,0,0.3,12.3,1,1
2,1,1,2.73,12,0.5,0,0,0.3,12.8,2,1
2,1,1,1.33,7,0.5,1.58,0,0.3,9.38,1,1
2,1,1,3.17,13,0.5,3.45,0,0.3,17.25,1,1
2,5,1,0.15,22,0,6.6,0,0,28.6,1,2
2,1,1,1.12,6.5,0.5,0,0,0.3,7.3,2,1
2,1,1,0.05,2.5,0.5,0,0,0.3,3.3,2,1
2,1,2,0.54,5,0.5,0,0,0.3,5.8,2,1
2,1,5,1.06,7,0.5,0,0,0.3,7.8,2,1
2,1,1,0.77,5,0.5,1.16,0,0.3,6.96,1,1
2,1,1,0.73,6,0.5,0,0,0.3,6.8,2,1
2,1,1,1.24,6.5,0.5,0,0,0.3,7.3,1,1
2,1,1,1.09,6.5,0.5,0,0,0.3,7.3,2,1
2,1,3,1.51,8,0.5,0,0,0.3,8.8,2,1
2,1,1,0.9,9,0.5,0,0,0.3,9.8,2,1
2,1,1,2.11,10.5,0.5,0,0,0.3,11.3,2,1
2,1,1,2.28,10.5,0.5,2.26,0,0.3,13.56,1,1
2,1,1,0.7,4.5,0.5,1.32,0,0.3,6.62,1,1
2,1,1,2.6,12,0.5,0,0,0.3,12.8,2,1
2,1,5,0.85,5,0.5,1.16,0,0.3,6.96,1,1
2,1,1,0.97,6,0.5,1.36,0,0.3,8.16,1,1
2,1,1,1.12,7,0.5,0,0,0.3,7.8,2,1
2,1,3,2.01,10,0.5,0,0,0.3,10.8,2,1
2,1,1,1.08,6,0.5,0,0,0.3,6.8,2,1
2,1,1,0.73,4.5,0.5,0,0,0.3,5.3,2,1
2,1,1,0.41,3.5,0.5,1,0,0.3,5.3,1,1
2,1,1,1.04,6,0.5,0,0,0.3,6.8,2,1
2,1,1,1.64,8.5,0.5,1.7,0,0.3,11,1,1
2,1,1,0.95,9.5,0.5,2.58,0,0.3,12.88,1,1
2,1,1,1.51,7.5,0.5,0,0,0.3,8.3,2,1
2,1,1,1.38,7,0.5,1.56,0,0.3,9.36,1,1
2,1,3,1.99,9,0.5,1.96,0,0.3,11.76,1,1
2,1,1,2.95,11.5,0.5,0,0,0.3,12.3,2,1
2,1,2,4.4,17.5,0.5,0,0,0.3,18.3,2,1
2,1,1,1.29,8.5,0.5,1.86,0,0.3,11.16,1,1
2,1,1,1.33,6.5,0.5,0,0,0.3,7.3,2,1
2,1,5,4.4,15.5,0.5,3,0,0.3,19.3,1,1
2,1,1,3.78,14.5,0.5,3.06,0,0.3,18.36,1,1
2,1,1,1.26,6.5,0.5,0,0,0.3,7.3,2,1
2,1,1,1.63,8.5,0.5,0,0,0.3,9.3,2,1
2,1,1,1.83,9.5,0.5,2,0,0.3,12.3,1,1
2,1,2,0.97,5.5,0.5,0,0,0.3,6.3,2,1
2,1,1,4.37,16.5,0.5,3.46,0,0.3,20.76,1,1
2,1,2,1.71,12,0.5,0,0,0.3,12.8,2,1
2,1,1,0.82,6,0.5,1.2,0,0.3,8,1,1
2,1,1,2.5,15.5,0.5,0,0,0.3,16.3,2,1
2,1,1,2.34,12,0.5,0,0,0.3,12.8,2,1
2,1,5,1.61,8,0.5,0,0,0.3,8.8,2,1
2,1,1,0.76,10,0.5,0,0,0.3,10.8,2,1
2,1,1,2.41,10.5,0.5,0,0,0.3,11.3,2,1
2,1,1,0.42,4,0.5,0,0,0.3,4.8,2,1
2,1,1,1.98,8.5,0.5,0,0,0.3,9.3,2,1
2,1,1,1.89,8.5,0.5,2.32,0,0.3,11.62,1,1
2,1,1,1.71,7,0.5,1.56,0,0.3,9.36,1,1
2,1,1,1.93,12,0.5,2,0,0.3,14.8,1,1
2,1,1,4.23,17,0.5,0,0,0.3,17.8,2,1
2,1,1,0.92,6.5,0.5,1,0,0.3,8.3,1,1
2,1,6,1.09,5.5,0.5,1.26,0,0.3,7.56,1,1
2,1,1,7.19,23.5,0.5,4.86,0,0.3,29.16,1,1
2,1,1,3.12,11,0.5,0,0,0.3,11.8,2,1
2,1,1,0.64,4,0.5,0.96,0,0.3,5.76,1,1
2,5,1,0.18,42,0,0,0,0,42,1,2
2,1,1,2.59,12,0.5,3.2,0,0.3,16,1,1
2,1,1,2.33,12,0.5,0,0,0.3,12.8,2,1
2,1,1,1.76,9.5,0.5,0,0,0.3,10.3,2,1
2,1,1,2.84,11,0.5,0,0,0.3,11.8,2,1
2,1,2,1.31,9,0.5,1.96,0,0.3,11.76,1,1
2,1,1,2.73,15,0.5,0,0,0.3,15.8,2,1
2,1,2,1.92,9,0.5,0,0,0.3,9.8,1,1
2,1,1,4.81,15,0.5,2,0,0.3,17.8,1,1
2,1,2,1.5,8,0.5,0,0,0.3,8.8,1,1
2,5,1,3.56,15,0,0,0,0,15,2,2
2,1,2,4.61,15,0.5,0,0,0.3,15.8,2,1
2,1,1,4.39,16.5,0.5,2,0,0.3,19.3,1,1
2,1,1,0.9,5.5,0.5,2,0,0.3,8.3,1,1
2,1,1,0.73,5.5,0.5,1.26,0,0.3,7.56,1,1
2,1,1,1.41,8.5,0.5,0,0,0.3,9.3,1,1
2,1,1,1.33,7,0.5,0,0,0.3,7.8,2,1
2,1,1,1.19,6,0.5,1.2,0,0.3,8,1,1
2,1,1,2.51,11.5,0.5,0,0,0.3,12.3,1,1
2,1,1,3.81,17.5,0.5,0,0,0.3,18.3,2,1
2,1,1,1.93,9,0.5,1.96,0,0.3,11.76,1,1
2,1,1,1.14,7,0.5,1.95,0,0.3,9.75,1,1
2,1,1,1.59,9.5,0.5,2.06,0,0.3,12.36,1,1
2,1,3,3.82,15.5,0.5,0,0,0.3,16.3,2,1
2,1,1,1.12,5.5,0.5,0,0,0.3,6.3,2,1
2,1,1,2.34,12.5,0.5,2.66,0,0.3,15.96,1,1
2,1,1,2.15,8.5,0.5,0,0,0.3,9.3,2,1
2,1,1,1.28,7.5,0.5,0,0,0.3,8.3,2,1
2,1,1,0.78,6,0.5,0,0,0.3,6.8,2,1
2,1,1,2.23,10.5,0.5,0,0,0.3,11.3,2,1
2,1,1,1.45,6.5,0.5,0,0,0.3,7.3,2,1
2,1,1,0.64,4.5,0.5,0.8,0,0.3,6.1,1,1
2,1,1,0.72,5,0.5,1.16,0,0.3,6.96,1,1
2,1,1,3.29,12.5,0.5,2.66,0,0.3,15.96,1,1
2,1,1,1.28,7,0.5,1.56,0,0.3,9.36,1,1
2,1,1,1.78,8.5,0.5,1,0,0.3,10.3,1,1
2,1,1,4.78,19,0.5,1.88,0,0.3,21.68,1,1
2,1,1,1.18,6,0.5,1.36,0,0.3,8.16,1,1
2,1,1,3.79,16,0.5,3.36,0,0.3,20.16,1,1
2,1,1,1.19,6.5,0.5,1.46,0,0.3,8.76,1,1
2,1,1,1.83,9.5,0.5,1,0,0.3,11.3,1,1
2,1,1,2.84,11,0.5,3,5.54,0.3,20.34,1,1
2,1,5,0.53,4,0.5,1.2,0,0.3,6,1,1
2,5,1,0.1,20,0,0,0,0,20,1,2
2,1,1,1.15,7,0.5,0,0,0.3,7.8,2,1
2,1,3,3.15,12.5,0.5,0,0,0.3,13.3,2,1
2,1,1,5.22,19.5,0.5,0,0,0.3,20.3,2,1
2,1,2,9.12,26.5,0.5,2,0,0.3,29.3,1,1
2,1,1,1.03,6,0.5,2,0,0.3,8.8,1,1
2,1,1,1.55,8,0.5,0,0,0.3,8.8,2,1
2,1,1,0.57,4,0.5,0,0,0.3,4.8,2,1
2,1,1,0.8,6,0.5,0,0,0.3,6.8,2,1
2,1,5,2.39,11.5,0.5,0,0,0.3,12.3,2,1
2,1,2,3.48,14,0.5,0,0,0.3,14.8,2,1
2,1,1,2.52,9.5,0.5,3.96,5.54,0.3,19.8,1,1
2,1,5,1.04,5,0.5,1.16,0,0.3,6.96,1,1
2,1,1,2.04,9.5,0.5,0,0,0.3,10.3,2,1
2,1,1,5.16,20,0.5,1.5,0,0.3,22.3,1,1
2,1,1,4.51,15,0.5,3.16,0,0.3,18.96,1,1
2,1,1,2.04,9.5,0.5,0,0,0.3,10.3,2,1
2,1,1,5.06,18.5,0.5,3.86,0,0.3,23.16,1,1
2,1,2,1.24,8,0.5,0,0,0.3,8.8,2,1
2,1,1,1.77,8,0.5,0,0,0.3,8.8,2,1
2,1,1,5.28,17.5,0.5,5.49,0,0.3,23.79,1,1
2,1,1,4.13,16.5,0.5,0,0,0.3,17.3,2,1
2,1,2,1.76,8.5,0.5,1.86,0,0.3,11.16,1,1
2,1,1,0.7,5,0.5,0,0,0.3,5.8,2,1
2,1,1,1.16,6.5,0.5,1.46,0,0.3,8.76,1,1
2,1,1,1.18,6,0.5,1.7,0,0.3,8.5,1,1
2,1,1,3.36,12,0.5,2.56,0,0.3,15.36,1,1
2,1,1,1.51,7,0.5,0,0,0.3,7.8,2,1
2,1,1,2.33,11.5,0.5,2,0,0.3,14.3,1,1
2,1,1,0,2.5,0.5,0,0,0.3,3.3,2,1
2,1,1,0.88,6,0.5,1,0,0.3,7.8,1,1
2,1,1,2.03,9.5,0.5,2.06,0,0.3,12.36,1,1
2,1,1,2.9,13,0.5,0,0,0.3,13.8,1,1
2,1,5,0.73,5,0.5,0,0,0.3,5.8,2,1
2,1,1,0.55,4,0.5,0,0,0.3,4.8,2,1
2,1,1,6.46,23,0.5,2,0,0.3,25.8,1,1
2,1,1,2.13,8.5,0.5,0,0,0.3,9.3,2,1
2,1,1,1.98,9.5,0.5,0,0,0.3,10.3,2,1
2,1,1,2.5,11,0.5,2.36,0,0.3,14.16,1,1
2,1,1,1.26,7,0.5,0,0,0.3,7.8,2,1
2,1,5,1.92,10,0.5,2.7,0,0.3,13.5,1,1
2,1,1,3.74,13.5,0.5,2.5,0,0.3,16.8,1,1
2,1,1,1.19,6,0.5,0,0,0.3,6.8,2,1
2,1,1,1.36,8,0.5,1,0,0.3,9.8,1,1
2,1,5,2.13,8.5,0.5,0,0,0.3,9.3,2,1
2,1,1,0.65,6,0.5,0,0,0.3,6.8,2,1
2,1,1,1.47,8,0.5,2.2,0,0.3,11,1,1
2,1,1,2.1,10.5,0.5,2,0,0.3,13.3,1,1
2,1,1,2.12,9,0.5,0,0,0.3,9.8,2,1
2,1,1,2.23,11.5,0.5,2.46,0,0.3,14.76,1,1
2,1,1,4.01,15.5,0.5,0,0,0.3,16.3,2,1
2,1,1,4.41,17,0.5,1.78,0,0.3,19.58,1,1
2,1,1,1.99,8.5,0.5,0,0,0.3,9.3,2,1
2,1,1,4.56,15.5,0.5,4.08,0,0.3,20.38,1,1
2,1,1,1.04,7,0.5,1.95,0,0.3,9.75,1,1
2,1,1,2.49,11,0.5,2.36,0,0.3,14.16,1,1
2,1,1,0.87,6.5,0.5,1.46,0,0.3,8.76,1,1
2,1,1,0.23,3,0.5,1.14,0,0.3,4.94,1,1
2,1,1,3.56,14.5,0.5,3.06,0,0.3,18.36,1,1
2,1,2,0.98,7,0.5,1.56,0,0.3,9.36,1,1
2,1,1,0.61,4,0.5,0.96,0,0.3,5.76,1,1
2,5,1,0.16,18,0,0,0,0,18,1,2
2,1,1,1.88,8.5,0.5,0,0,0.3,9.3,2,1
2,1,1,1.49,7,0.5,0,0,0.3,7.8,2,1
2,1,1,3.24,12.5,0.5,0,0,0.3,13.3,2,1
2,1,1,2.87,13,0.5,0,0,0.3,13.8,1,1
2,1,1,6.19,21,0.5,6.54,0,0.3,28.34,1,1
2,1,1,4.88,18.5,0.5,0,0,0.3,19.3,1,1
2,1,1,0.68,4.5,0.5,1.06,0,0.3,6.36,1,1
2,1,1,1.71,9,0.5,0,0,0.3,9.8,2,1
2,1,1,1.65,8.5,0.5,0,0,0.3,9.3,1,1
2,1,1,3.46,12.5,0.5,0,0,0.3,13.3,2,1
2,1,1,1.51,8.5,0.5,0,0,0.3,9.3,2,1
2,1,1,7.61,26,0.5,3.5,0,0.3,30.3,1,1
2,5,1,4.21,15,0,0,0,0,15,2,2
2,1,1,5.62,19.5,0.5,3.7,0,0.3,24,1,1
2,1,1,3.56,13.5,0.5,0,0,0.3,14.3,2,1
2,1,1,0.76,4.5,0.5,0,0,0.3,5.3,2,1
2,1,1,1.6,11,0.5,0,0,0.3,11.8,1,1
2,1,1,1.89,7.5,0.5,0,0,0.3,8.3,2,1
2,1,1,0.84,5.5,0.5,0,0,0.3,6.3,2,1
2,1,1,1.17,6,0.5,0,0,0.3,6.8,2,1
2,1,1,7.67,24.5,0.5,5.06,0,0.3,30.36,1,1
2,1,1,1.69,6.5,0.5,0,0,0.3,7.3,2,1
2,1,6,0.95,5.5,0.5,0,0,0.3,6.3,2,1
2,1,1,0.83,6,0.5,0,0,0.3,6.8,2,1
2,1,1,2.02,9.5,0.5,0,0,0.3,10.3,1,1
2,1,1,0.92,5,0.5,1.45,0,0.3,7.25,1,1
2,1,1,5.23,22,0.5,4.56,0,0.3,27.36,1,1
2,1,1,3.15,10.5,0.5,1.85,0,0.3,13.15,1,1
2,1,1,1.45,8.5,0.5,0,0,0.3,9.3,2,1
2,1,1,3.02,13,0.5,1.8,0,0.3,15.6,1,1
2,1,1,1.61,7,0.5,1.56,0,0.3,9.36,1,1
2,1,5,0.65,5,0.5,0,0,0.3,5.8,2,1
2,1,1,0.89,5,0.5,0,0,0.3,5.8,2,1
2,1,1,2.38,14.5,0.5,2,0,0.3,17.3,1,1
2,1,1,0.53,4.5,0.5,0,0,0.3,5.3,2,1
2,1,1,0.75,5.5,0.5,1.58,0,0.3,7.88,1,1
2,1,1,3.15,12,0.5,0,0,0.3,12.8,2,1
2,1,1,3.51,15,0.5,0,0,0.3,15.8,2,1
2,1,1,1.21,7,0.5,0,0,0.3,7.8,2,1
2,1,1,0.35,3.5,0.5,0,0,0.3,4.3,2,1
2,1,1,1.83,9.5,0.5,2.06,0,0.3,12.36,1,1
2,1,6,2.25,10.5,0.5,3.39,0,0.3,14.69,1,1
2,1,1,0.51,4,0.5,0,0,0.3,4.8,2,1
2,1,1,3.28,17.5,0.5,0,0,0.3,18.3,2,1
2,1,1,0.7,5,0.5,0,0,0.3,5.8,2,1
2,1,1,0.69,4.5,0.5,0,0,0.3,5.3,1,1
2,1,1,7.23,22.5,0.5,0,0,0.3,23.3,2,1
2,1,1,9.1,27,0.5,0,0,0.3,27.8,2,1
2,1,1,6.69,21,0.5,0,0,0.3,21.8,2,1
2,1,1,1.76,9,0.5,1.96,0,0.3,11.76,1,1
2,1,1,0.45,4,0.5,0,0,0.3,4.8,2,1
2,1,1,3.63,17,0.5,3.56,0,0.3,21.36,1,1
2,1,1,1.03,6,0.5,0,0,0.3,6.8,2,1
2,1,1,1.08,7,0.5,0,0,0.3,7.8,2,1
2,1,1,4.51,16,0.5,0,0,0.3,16.8,2,1
2,1,1,0.51,4.5,0.5,0,0,0.3,5.3,2,1
2,1,1,0.66,4.5,0.5,0,0,0.3,5.3,2,1
2,1,1,0.43,3.5,0.5,0.86,0,0.3,5.16,1,1
2,1,1,1.01,6.5,0.5,1.46,0,0.3,8.76,1,1
2,1,1,1.8,7.5,0.5,0,0,0.3,8.3,2,1
2,1,1,1.57,7,0.5,0,0,0.3,7.8,2,1
2,1,1,0.82,7.5,0.5,0,0,0.3,8.3,2,1
2,1,1,1.27,7,0.5,0,0,0.3,7.8,2,1
2,1,1,3.01,11,0.5,0,0,0.3,11.8,2,1
2,1,1,2.67,13.5,0.5,0,0,0.3,14.3,2,1
2,1,1,1.21,5.5,0.5,0,0,0.3,6.3,2,1
2,1,1,1.11,7,0.5,0,0,0.3,7.8,2,1
2,1,1,0.91,5.5,0.5,1,0,0.3,7.3,1,1
2,1,1,2.27,9,0.5,0,0,0.3,9.8,2,1
2,1,1,1.16,6,0.5,0,0,0.3,6.8,2,1
2,1,1,1.57,12,0.5,3.2,0,0.3,16,1,1
2,1,3,3.74,14,0.5,2.96,0,0.3,17.76,1,1
2,1,1,2.18,10,0.5,2.7,0,0.3,13.5,1,1
2,1,1,7.22,21.5,0.5,4.46,0,0.3,26.76,1,1
2,1,1,0.7,5.5,0.5,0,0,0.3,6.3,2,1
2,1,1,5.78,20,0.5,6.58,5.54,0.3,32.92,1,1
2,1,1,3.55,13.5,0.5,2,0,0.3,16.3,1,1
2,1,1,2.05,10,0.5,0,0,0.3,10.8,2,1
2,1,1,1.36,6.5,0.5,0,0,0.3,7.3,2,1
2,1,1,0.51,3.5,0.5,0,0,0.3,4.3,2,1
2,1,1,14.51,40,0.5,0,0,0.3,40.8,2,1
2,1,1,1.69,8.5,0.5,0,0,0.3,9.3,2,1
2,5,1,9.28,40,0,9.2,6,0,55.2,1,2
2,1,1,0.84,6,0.5,0,0,0.3,6.8,2,1
2,1,1,5.6,18,0.5,3.76,0,0.3,22.56,1,1
2,1,5,0.4,3.5,0.5,0,0,0.3,4.3,2,1
2,1,1,0.62,5,0.5,0,0,0.3,5.8,2,1
2,1,1,1.23,7,0.5,0,0,0.3,7.8,2,1
2,1,1,2.81,14,0.5,0,0,0.3,14.8,1,1
2,1,1,1.9,7.5,0.5,1.66,0,0.3,9.96,1,1
2,1,1,1.65,7.5,0.5,0,0,0.3,8.3,2,1
2,1,1,0.6,4,0.5,0,0,0.3,4.8,2,1
2,1,2,0.72,5.5,0.5,1.26,0,0.3,7.56,1,1
2,1,1,3.81,14.5,0.5,3.82,0,0.3,19.12,1,1
2,1,3,1.64,9,0.5,1.96,0,0.3,11.76,1,1
2,1,1,2.29,10.5,0.5,0,0,0.3,11.3,2,1
2,1,1,1.81,11,0.5,2.36,0,0.3,14.16,1,1
2,1,1,6.63,24.5,0.5,5.06,0,0.3,30.36,1,1
2,1,1,4.47,16.5,0.5,0,0,0.3,17.3,2,1
2,1,1,1.39,7,0.5,2.34,0,0.3,10.14,1,1
2,1,1,2.59,11.5,0.5,0,0,0.3,12.3,2,1
2,1,1,4.55,18,0.5,0,0,0.3,18.8,2,1
2,1,1,0.75,5,0.5,1.16,0,0.3,6.96,1,1
2,1,2,2.19,12,0.5,0,0,0.3,12.8,2,1
2,1,1,4.02,15,0.5,0,0,0.3,15.8,2,1
2,1,2,1.91,9.5,0.5,2.58,0,0.3,12.88,1,1
2,1,2,3.28,13.5,0.5,2.86,0,0.3,17.16,1,1
2,1,1,1.67,8,0.5,0,0,0.3,8.8,2,1
2,1,1,0.79,6.5,0.5,0,0,0.3,7.3,2,1
2,1,5,1.7,9,0.5,5,0,0.3,14.8,1,1
2,1,1,4.68,21.5,0.5,0,0,0.3,22.3,1,1
2,1,1,1.73,8.5,0.5,0,0,0.3,9.3,2,1
2,1,1,2.64,16,0.5,0,0,0.3,16.8,1,1
2,1,1,0.71,4.5,0.5,0,0,0.3,5.3,1,1
2,1,1,0.95,6,0.5,0,0,0.3,6.8,2,1
2,1,1,5.02,20.5,0.5,1,0,0.3,22.3,1,1
2,1,1,0.77,5,0.5,0,0,0.3,5.8,2,1
2,1,1,5.94,20,0.5,0,0,0.3,20.8,2,1
2,1,1,3.09,13,0.5,0,0,0.3,13.8,2,1
2,1,1,1.84,7.5,0.5,0,0,0.3,8.3,2,1
2,1,2,2.97,12,0.5,2.56,0,0.3,15.36,1,1
2,1,1,5.95,17.5,0.5,0,0,0.3,18.3,2,1
2,1,1,0.9,5.5,0.5,0,0,0.3,6.3,2,1
2,1,1,1.78,9.5,0.5,0,0,0.3,10.3,2,1
2,1,1,1.04,7.5,0.5,1.66,0,0.3,9.96,1,1
2,1,1,2.85,10.5,0.5,0,0,0.3,11.3,2,1
2,1,1,1.15,8.5,0.5,0,0,0.3,9.3,2,1
2,1,1,6.12,20.5,0.5,2,0,0.3,23.3,1,1
2,1,2,2.89,11.5,0.5,2.46,0,0.3,14.76,1,1
2,1,1,0.95,5.5,0.5,0,0,0.3,6.3,2,1
2,1,1,1.75,12,0.5,0,0,0.3,12.8,2,1
2,1,1,1.7,10.5,0.5,0,0,0.3,11.3,1,1
2,1,1,0.73,4.5,0.5,0,0,0.3,5.3,2,1
2,1,1,6.12,22,0.5,0,0,0.3,22.8,2,1
2,1,1,0.69,4.5,0.5,0,0,0.3,5.3,2,1
2,1,1,1.18,6.5,0.5,0,0,0.3,7.3,2,1
2,1,5,0.62,4,0.5,0,0,0.3,4.8,2,1
2,1,1,3.57,15,0.5,0,0,0.3,15.8,2,1
2,1,1,1.09,6,0.5,0,0,0.3,6.8,2,1
2,1,1,0.61,5,0.5,1.74,0,0.3,7.54,1,1
2,1,2,3.09,13,0.5,1.38,0,0.3,15.18,1,1
2,1,1,2.35,11,0.5,2.36,0,0.3,14.16,1,1
2,1,1,1.54,8.5,0.5,0,0,0.3,9.3,2,1
2,1,1,5.27,21,0.5,4.36,0,0.3,26.16,1,1
2,1,1,1.85,8.5,0.5,1.86,0,0.3,11.16,1,1
2,1,1,1.11,6.5,0.5,2.19,0,0.3,9.49,1,1
2,1,5,2.71,14,0.5,0,0,0.3,14.8,2,1
2,1,5,2.27,12.5,0.5,1.5,0,0.3,14.8,1,1
2,1,1,1.73,7.5,0.5,0,0,0.3,8.3,1,1
2,1,1,3.18,12.5,0.5,0,0,0.3,13.3,2,1
2,1,1,7.52,24,0.5,4.96,0,0.3,29.76,1,1
2,1,1,5.63,19.5,0.5,0,0,0.3,20.3,2,1
2,1,1,1.57,8,0.5,1.76,0,0.3,10.56,1,1
2,1,1,1.41,7,0.5,0,0,0.3,7.8,2,1
2,1,6,2.9,12,0.5,0,0,0.3,12.8,2,1
2,1,5,1.67,11.5,0.5,0,0,0.3,12.3,1,1
2,1,1,2.6,12.5,0.5,2.66,0,0.3,15.96,1,1
2,1,1,3.47,13.5,0.5,2.86,0,0.3,17.16,1,1
2,1,1,0.95,6,0.5,0,0,0.3,6.8,2,1
2,1,1,3.33,13,0.5,0,0,0.3,13.8,2,1
2,1,1,1,6.5,0.5,0,0,0.3,7.3,2,1
2,1,1,2.42,10.5,0.5,0,0,0.3,11.3,2,1
2,1,1,1.47,7.5,0.5,0,0,0.3,8.3,2,1
2,1,1,6.17,22.5,0.5,4.66,0,0.3,27.96,1,1
2,1,1,4.35,16,0.5,0,0,0.3,16.8,2,1
2,1,1,7.01,24,0.5,4.96,0,0.3,29.76,1,1
2,1,1,3.8,16,0.5,0,0,0.3,16.8,2,1
